Sample, Channel 7
1590595151, 1
1590595249, 0
1591061202, 1
1591061276, 0
1591061442, 1
1591061468, 0
1591061635, 1
1591061732, 0
1591061779, 1
1591061804, 0
1591061827, 1
1591061900, 0
1591061923, 1
1591061948, 0
1591061949, 1
1591062116, 0
1591062141, 1
1591062188, 0
1591062235, 1
1591062333, 0
1591528286, 1
1591528360, 0
1591528526, 1
1591528552, 0
1591528718, 1
1591528816, 0
1591528862, 1
1591528912, 0
1591528934, 1
1591528984, 0
1591529006, 1
1591529200, 0
1591529224, 1
1591529272, 0
1591529318, 1
1591529416, 0
1591995417, 1
1591995491, 0
1591995657, 1
1591995683, 0
1591995849, 1
1591995947, 0
1591995993, 1
1591996019, 0
1591996041, 1
1591996067, 0
1591996089, 1
1591996115, 0
1591996137, 1
1591996163, 0
1591996164, 1
1591996331, 0
1591996356, 1
1591996403, 0
1591996449, 1
1591996547, 0
1592462501, 1
1592462574, 0
1592462741, 1
1592462767, 0
1592462933, 1
1592463030, 0
1592463077, 1
1592463127, 0
1592463173, 1
1592463199, 0
1592463221, 1
1592463246, 0
1592463247, 1
1592463415, 0
1592463439, 1
1592463487, 0
1592463533, 1
1592463631, 0
1592929536, 1
1592929610, 0
1592929776, 1
1592929802, 0
1592929968, 1
1592930066, 0
1592930112, 1
1592930138, 0
1592930184, 1
1592930234, 0
1592930256, 1
1592930450, 0
1592930475, 1
1592930522, 0
1592930568, 1
1592930666, 0
1593396619, 1
1593396693, 0
1593396859, 1
1593396885, 0
1593397051, 1
1593397149, 0
1593397195, 1
1593397221, 0
1593397243, 1
1593397317, 0
1593397340, 1
1593397365, 0
1593397366, 1
1593397533, 0
1593397558, 1
1593397605, 0
1593397652, 1
1593397749, 0
1593863703, 1
1593863777, 0
1593863943, 1
1593863969, 0
1593864135, 1
1593864233, 0
1593864279, 1
1593864329, 0
1593864351, 1
1593864401, 0
1593864423, 1
1593864617, 0
1593864641, 1
1593864689, 0
1593864735, 1
1593864833, 0
1594330786, 1
1594330860, 0
1594331026, 1
1594331052, 0
1594331218, 1
1594331316, 0
1594331362, 1
1594331388, 0
1594331410, 1
1594331436, 0
1594331458, 1
1594331484, 0
1594331506, 1
1594331532, 0
1594331533, 1
1594331700, 0
1594331725, 1
1594331772, 0
1594331818, 1
1594331916, 0
1594797869, 1
1594797943, 0
1594798110, 1
1594798135, 0
1594798302, 1
1594798399, 0
1594798446, 1
1594798495, 0
1594798542, 1
1594798568, 0
1594798590, 1
1594798615, 0
1594798616, 1
1594798784, 0
1594798808, 1
1594798856, 0
1594798902, 1
1594799000, 0
1595264953, 1
1595265027, 0
1595265193, 1
1595265219, 0
1595265385, 1
1595265483, 0
1595265529, 1
1595265555, 0
1595265601, 1
1595265651, 0
1595265673, 1
1595265867, 0
1595265892, 1
1595265939, 0
1595265985, 1
1595266083, 0
1595732036, 1
1595732110, 0
1595732276, 1
1595732302, 0
1595732468, 1
1595732566, 0
1595732612, 1
1595732638, 0
1595732660, 1
1595732734, 0
1595732756, 1
1595732782, 0
1595732783, 1
1595732950, 0
1595732975, 1
1595733022, 0
1595733069, 1
1595733166, 0
1596199168, 1
1596199241, 0
1596199408, 1
1596199434, 0
1596199600, 1
1596199698, 0
1596199744, 1
1596199794, 0
1596199816, 1
1596199866, 0
1596199888, 1
1596199913, 0
1596199914, 1
1596200082, 0
1596200106, 1
1596200154, 0
1596200200, 1
1596200298, 0
1596666203, 1
1596666277, 0
1596666443, 1
1596666469, 0
1596666635, 1
1596666733, 0
1596666779, 1
1596666805, 0
1596666827, 1
1596666853, 0
1596666875, 1
1596666901, 0
1596666923, 1
1596666949, 0
1596666950, 1
1596667117, 0
1596667142, 1
1596667189, 0
1596667235, 1
1596667333, 0
1597133286, 1
1597133360, 0
1597133526, 1
1597133552, 0
1597133718, 1
1597133816, 0
1597133863, 1
1597133912, 0
1597133959, 1
1597133984, 0
1597134007, 1
1597134032, 0
1597134033, 1
1597134200, 0
1597134225, 1
1597134272, 0
1597134319, 1
1597134417, 0
1597600418, 1
1597600492, 0
1597600658, 1
1597600684, 0
1597600850, 1
1597600948, 0
1597600994, 1
1597601020, 0
1597601066, 1
1597601116, 0
1597601138, 1
1597601332, 0
1597601356, 1
1597601404, 0
1597601450, 1
1597601548, 0
1598067453, 1
1598067527, 0
1598067693, 1
1598067719, 0
1598067885, 1
1598067983, 0
1598068029, 1
1598068055, 0
1598068077, 1
1598068151, 0
1598068173, 1
1598068199, 0
1598068200, 1
1598068367, 0
1598068392, 1
1598068439, 0
1598068485, 1
1598068583, 0
1598534537, 1
1598534610, 0
1598534777, 1
1598534802, 0
1598534969, 1
1598535066, 0
1598535113, 1
1598535163, 0
1598535185, 1
1598535235, 0
1598535257, 1
1598535282, 0
1598535283, 1
1598535451, 0
1598535475, 1
1598535523, 0
1598535569, 1
1598535667, 0
1599001668, 1
1599001742, 0
1599001908, 1
1599001934, 0
1599002100, 1
1599002198, 0
1599002244, 1
1599002270, 0
1599002292, 1
1599002318, 0
1599002340, 1
1599002366, 0
1599002388, 1
1599002582, 0
1599002607, 1
1599002654, 0
1599002700, 1
1599002798, 0
1599468703, 1
1599468777, 0
1599468943, 1
1599468969, 0
1599469135, 1
1599469233, 0
1599469279, 1
1599469329, 0
1599469375, 1
1599469401, 0
1599469423, 1
1599469449, 0
1599469450, 1
1599469617, 0
1599469642, 1
1599469689, 0
1599469736, 1
1599469833, 0
1599935787, 1
1599935861, 0
1599936027, 1
1599936053, 0
1599936219, 1
1599936317, 0
1599936363, 1
1599936389, 0
1599936435, 1
1599936485, 0
1599936507, 1
1599936701, 0
1599936725, 1
1599936773, 0
1599936819, 1
1599936917, 0
1600402870, 1
1600402944, 0
1600403110, 1
1600403136, 0
1600403302, 1
1600403400, 0
1600403446, 1
1600403472, 0
1600403494, 1
1600403568, 0
1600403590, 1
1600403616, 0
1600403617, 1
1600403784, 0
1600403809, 1
1600403856, 0
1600403902, 1
1600404000, 0
1600869953, 1
1600870027, 0
1600870193, 1
1600870219, 0
1600870386, 1
1600870483, 0
1600870530, 1
1600870579, 0
1600870602, 1
1600870651, 0
1600870674, 1
1600870699, 0
1600870700, 1
1600870868, 0
1600870892, 1
1600870940, 0
1600870986, 1
1600871084, 0
1601337037, 1
1601337111, 0
1601337277, 1
1601337303, 0
1601337469, 1
1601337567, 0
1601337613, 1
1601337639, 0
1601337661, 1
1601337687, 0
1601337709, 1
1601337735, 0
1601337757, 1
1601337951, 0
1601337975, 1
1601338023, 0
1601338069, 1
1601338167, 0
1601804168, 1
1601804242, 0
1601804408, 1
1601804434, 0
1601804600, 1
1601804698, 0
1601804744, 1
1601804794, 0
1601804840, 1
1601804866, 0
1601804888, 1
1601804914, 0
1601804915, 1
1601805082, 0
1601805107, 1
1601805154, 0
1601805201, 1
1601805298, 0
1602271204, 1
1602271277, 0
1602271444, 1
1602271470, 0
1602271636, 1
1602271734, 0
1602271780, 1
1602271806, 0
1602271852, 1
1602271902, 0
1602271924, 1
1602271949, 0
1602271950, 1
1602272118, 0
1602272142, 1
1602272190, 0
1602272236, 1
1602272334, 0
1602738335, 1
1602738409, 0
1602738575, 1
1602738601, 0
1602738767, 1
1602738865, 0
1602738911, 1
1602738937, 0
1602738959, 1
1602739033, 0
1602739055, 1
1602739249, 0
1602739274, 1
1602739321, 0
1602739367, 1
1602739465, 0
1603205370, 1
1603205444, 0
1603205610, 1
1603205636, 0
1603205802, 1
1603205900, 0
1603205947, 1
1603205996, 0
1603206019, 1
1603206068, 0
1603206091, 1
1603206116, 0
1603206117, 1
1603206284, 0
1603206309, 1
1603206356, 0
1603206403, 1
1603206501, 0
1603672454, 1
1603672528, 0
1603672694, 1
1603672720, 0
1603672886, 1
1603672984, 0
1603673030, 1
1603673056, 0
1603673078, 1
1603673104, 0
1603673126, 1
1603673152, 0
1603673174, 1
1603673368, 0
1603673392, 1
1603673440, 0
1603673486, 1
1603673584, 0
1604139537, 1
1604139611, 0
1604139777, 1
1604139803, 0
1604139969, 1
1604140067, 0
1604140113, 1
1604140163, 0
1604140209, 1
1604140235, 0
1604140257, 1
1604140283, 0
1604140284, 1
1604140451, 0
1604140476, 1
1604140523, 0
1604140569, 1
1604140667, 0
1604606620, 1
1604606694, 0
1604606861, 1
1604606886, 0
1604607053, 1
1604607150, 0
1604607197, 1
1604607223, 0
1604607269, 1
1604607319, 0
1604607341, 1
1604607366, 0
1604607367, 1
1604607535, 0
1604607559, 1
1604607607, 0
1604607653, 1
1604607751, 0
1605073704, 1
1605073778, 0
1605073944, 1
1605073970, 0
1605074136, 1
1605074234, 0
1605074280, 1
1605074306, 0
1605074328, 1
1605074402, 0
1605074424, 1
1605074618, 0
1605074643, 1
1605074690, 0
1605074736, 1
1605074834, 0
1605540787, 1
1605540861, 0
1605541027, 1
1605541053, 0
1605541219, 1
1605541317, 0
1605541363, 1
1605541413, 0
1605541435, 1
1605541485, 0
1605541507, 1
1605541533, 0
1605541534, 1
1605541701, 0
1605541726, 1
1605541773, 0
1605541820, 1
1605541917, 0
1606007919, 1
1606007993, 0
1606008159, 1
1606008185, 0
1606008351, 1
1606008449, 0
1606008495, 1
1606008521, 0
1606008543, 1
1606008569, 0
1606008591, 1
1606008617, 0
1606008639, 1
1606008664, 0
1606008665, 1
1606008833, 0
1606008857, 1
1606008905, 0
1606008951, 1
1606009049, 0
1606474954, 1
1606475028, 0
1606475194, 1
1606475220, 0
1606475386, 1
1606475484, 0
1606475530, 1
1606475580, 0
1606475626, 1
1606475652, 0
1606475674, 1
1606475700, 0
1606475701, 1
1606475868, 0
1606475893, 1
1606475940, 0
1606475986, 1
1606476084, 0
1606942037, 1
1606942111, 0
1606942277, 1
1606942303, 0
1606942470, 1
1606942567, 0
1606942614, 1
1606942639, 0
1606942686, 1
1606942735, 0
1606942758, 1
1606942783, 0
1606942784, 1
1606942951, 0
1606942976, 1
1606943024, 0
1606943070, 1
1606943168, 0
1607409169, 1
1607409243, 0
1607409409, 1
1607409435, 0
1607409601, 1
1607409699, 0
1607409745, 1
1607409771, 0
1607409793, 1
1607409867, 0
1607409889, 1
1607410083, 0
1607410107, 1
1607410155, 0
1607410201, 1
1607410299, 0
1607876204, 1
1607876278, 0
1607876444, 1
1607876470, 0
1607876636, 1
1607876734, 0
1607876780, 1
1607876830, 0
1607876852, 1
1607876902, 0
1607876924, 1
1607876950, 0
1607876951, 1
1607877118, 0
1607877143, 1
1607877190, 0
1607877236, 1
1607877334, 0
1608343288, 1
1608343361, 0
1608343528, 1
1608343553, 0
1608343720, 1
1608343817, 0
1608343864, 1
1608343890, 0
1608343912, 1
1608343938, 0
1608343960, 1
1608343986, 0
1608344008, 1
1608344033, 0
1608344034, 1
1608344202, 0
1608344226, 1
1608344274, 0
1608344320, 1
1608344418, 0
1608810419, 1
1608810493, 0
1608810659, 1
1608810685, 0
1608810851, 1
1608810949, 0
1608810995, 1
1608811045, 0
1608811091, 1
1608811117, 0
1608811139, 1
1608811333, 0
1608811358, 1
1608811405, 0
1608811451, 1
1608811549, 0
1609277454, 1
1609277528, 0
1609277694, 1
1609277720, 0
1609277886, 1
1609277984, 0
1609278030, 1
1609278056, 0
1609278103, 1
1609278152, 0
1609278175, 1
1609278200, 0
1609278201, 1
1609278368, 0
1609278393, 1
1609278440, 0
1609278487, 1
1609278584, 0
1609744538, 1
1609744612, 0
1609744778, 1
1609744804, 0
1609744970, 1
1609745068, 0
1609745114, 1
1609745140, 0
1609745162, 1
1609745236, 0
1609745258, 1
1609745452, 0
1609745476, 1
1609745524, 0
1609745570, 1
1609745668, 0
1610211645, 1
1610211719, 0
1610211885, 1
1610211911, 0
1610212077, 1
1610212175, 0
1610212221, 1
1610212271, 0
1610212293, 1
1610212343, 0
1610212365, 1
1610212391, 0
1610212392, 1
1610212559, 0
1610212584, 1
1610212631, 0
1610212677, 1
1610212775, 0
1610678704, 1
1610678778, 0
1610678945, 1
1610678970, 0
1610679137, 1
1610679234, 0
1610679281, 1
1610679307, 0
1610679329, 1
1610679354, 0
1610679377, 1
1610679402, 0
1610679425, 1
1610679450, 0
1610679451, 1
1610679619, 0
1610679643, 1
1610679691, 0
1610679737, 1
1610679835, 0
1611145836, 1
1611145910, 0
1611146076, 1
1611146102, 0
1611146268, 1
1611146366, 0
1611146412, 1
1611146462, 0
1611146508, 1
1611146534, 0
1611146556, 1
1611146750, 0
1611146775, 1
1611146822, 0
1611146868, 1
1611146966, 0
1611612871, 1
1611612945, 0
1611613111, 1
1611613137, 0
1611613303, 1
1611613401, 0
1611613447, 1
1611613473, 0
1611613519, 1
1611613569, 0
1611613591, 1
1611613617, 0
1611613618, 1
1611613785, 0
1611613810, 1
1611613857, 0
1611613904, 1
1611614001, 0
1612079955, 1
1612080028, 0
1612080195, 1
1612080221, 0
1612080387, 1
1612080485, 0
1612080531, 1
1612080557, 0
1612080579, 1
1612080653, 0
1612080675, 1
1612080700, 0
1612080701, 1
1612080869, 0
1612080893, 1
1612080941, 0
1612080987, 1
1612081085, 0
1612547038, 1
1612547112, 0
1612547278, 1
1612547304, 0
1612547470, 1
1612547568, 0
1612547614, 1
1612547664, 0
1612547686, 1
1612547736, 0
1612547758, 1
1612547784, 0
1612547785, 1
1612547952, 0
1612547977, 1
1612548024, 0
1612548070, 1
1612548168, 0
1613014169, 1
1613014243, 0
1613014409, 1
1613014435, 0
1613014602, 1
1613014699, 0
1613014746, 1
1613014771, 0
1613014794, 1
1613014819, 0
1613014842, 1
1613014867, 0
1613014890, 1
1613014915, 0
1613014916, 1
1613015083, 0
1613015108, 1
1613015156, 0
1613015202, 1
1613015300, 0
1613481205, 1
1613481279, 0
1613481445, 1
1613481471, 0
1613481637, 1
1613481735, 0
1613481781, 1
1613481831, 0
1613481877, 1
1613481903, 0
1613481925, 1
1613482119, 0
1613482143, 1
1613482191, 0
1613482237, 1
1613482335, 0
1613948288, 1
1613948362, 0
1613948528, 1
1613948554, 0
1613948720, 1
1613948818, 0
1613948864, 1
1613948890, 0
1613948936, 1
1613948986, 0
1613949008, 1
1613949034, 0
1613949035, 1
1613949202, 0
1613949227, 1
1613949274, 0
1613949320, 1
1613949418, 0
1614415420, 1
1614415493, 0
1614415660, 1
1614415685, 0
1614415852, 1
1614415949, 0
1614415996, 1
1614416022, 0
1614416044, 1
1614416118, 0
1614416140, 1
1614416165, 0
1614416166, 1
1614416334, 0
1614416358, 1
1614416406, 0
1614416452, 1
1614416550, 0
1614882455, 1
1614882529, 0
1614882695, 1
1614882721, 0
1614882887, 1
1614882985, 0
1614883031, 1
1614883081, 0
1614883103, 1
1614883153, 0
1614883175, 1
1614883369, 0
1614883394, 1
1614883441, 0
1614883487, 1
1614883585, 0
1615349538, 1
1615349612, 0
1615349778, 1
1615349804, 0
1615349970, 1
1615350068, 0
1615350114, 1
1615350140, 0
1615350162, 1
1615350188, 0
1615350210, 1
1615350236, 0
1615350259, 1
1615350284, 0
1615350285, 1
1615350452, 0
1615350477, 1
1615350524, 0
1615350571, 1
1615350668, 0
1615816646, 1
1615816720, 0
1615816886, 1
1615816912, 0
1615817078, 1
1615817176, 0
1615817222, 1
1615817272, 0
1615817318, 1
1615817344, 0
1615817366, 1
1615817560, 0
1615817584, 1
1615817632, 0
1615817678, 1
1615817776, 0
1616283705, 1
1616283779, 0
1616283945, 1
1616283971, 0
1616284137, 1
1616284235, 0
1616284281, 1
1616284307, 0
1616284353, 1
1616284403, 0
1616284425, 1
1616284451, 0
1616284452, 1
1616284619, 0
1616284644, 1
1616284691, 0
1616284737, 1
1616284835, 0
1616750788, 1
1616750862, 0
1616751029, 1
1616751054, 0
1616751221, 1
1616751318, 0
1616751365, 1
1616751390, 0
1616751413, 1
1616751486, 0
1616751509, 1
1616751534, 0
1616751535, 1
1616751703, 0
1616751727, 1
1616751775, 0
1616751821, 1
1616751919, 0
1617217872, 1
1617217946, 0
1617218112, 1
1617218138, 0
1617218304, 1
1617218402, 0
1617218448, 1
1617218498, 0
1617218520, 1
1617218570, 0
1617218592, 1
1617218786, 0
1617218811, 1
1617218858, 0
1617218904, 1
1617219002, 0
1617684955, 1
1617685029, 0
1617685195, 1
1617685221, 0
1617685387, 1
1617685485, 0
1617685531, 1
1617685557, 0
1617685579, 1
1617685605, 0
1617685627, 1
1617685653, 0
1617685675, 1
1617685701, 0
1617685702, 1
1617685869, 0
1617685894, 1
1617685941, 0
1617685988, 1
1617686085, 0
1618152039, 1
1618152112, 0
1618152279, 1
1618152305, 0
1618152471, 1
1618152569, 0
1618152615, 1
1618152665, 0
1618152711, 1
1618152737, 0
1618152759, 1
1618152784, 0
1618152785, 1
1618152953, 0
1618152977, 1
1618153025, 0
1618153071, 1
1618153169, 0
1618619170, 1
1618619244, 0
1618619410, 1
1618619436, 0
1618619602, 1
1618619700, 0
1618619746, 1
1618619772, 0
1618619818, 1
1618619868, 0
1618619890, 1
1618619916, 0
1618619917, 1
1618620084, 0
1618620109, 1
1618620156, 0
1618620202, 1
1618620300, 0
1619086205, 1
1619086279, 0
1619086445, 1
1619086471, 0
1619086637, 1
1619086735, 0
1619086782, 1
1619086807, 0
1619086830, 1
1619086903, 0
1619086926, 1
1619086951, 0
1619086952, 1
1619087119, 0
1619087144, 1
1619087191, 0
1619087238, 1
1619087335, 0
1619553289, 1
1619553363, 0
1619553529, 1
1619553555, 0
1619553721, 1
1619553819, 0
1619553865, 1
1619553915, 0
1619553937, 1
1619553987, 0
1619554009, 1
1619554203, 0
1619554227, 1
1619554275, 0
1619554321, 1
1619554419, 0
1620020420, 1
1620020494, 0
1620020660, 1
1620020686, 0
1620020852, 1
1620020950, 0
1620020996, 1
1620021022, 0
1620021044, 1
1620021070, 0
1620021092, 1
1620021118, 0
1620021140, 1
1620021166, 0
1620021167, 1
1620021334, 0
1620021359, 1
1620021406, 0
1620021452, 1
1620021550, 0
1620487456, 1
1620487529, 0
1620487696, 1
1620487721, 0
1620487888, 1
1620487986, 0
1620488032, 1
1620488081, 0
1620488128, 1
1620488154, 0
1620488176, 1
1620488201, 0
1620488202, 1
1620488370, 0
1620488394, 1
1620488442, 0
1620488488, 1
1620488586, 0
1620954539, 1
1620954613, 0
1620954779, 1
1620954805, 0
1620954971, 1
1620955069, 0
1620955115, 1
1620955141, 0
1620955187, 1
1620955237, 0
1620955259, 1
1620955453, 0
1620955478, 1
1620955525, 0
1620955571, 1
1620955669, 0
1621421670, 1
1621421744, 0
1621421910, 1
1621421936, 0
1621422102, 1
1621422200, 0
1621422246, 1
1621422272, 0
1621422294, 1
1621422368, 0
1621422391, 1
1621422416, 0
1621422417, 1
1621422584, 0
1621422609, 1
1621422656, 0
1621422703, 1
1621422800, 0
1621888706, 1
1621888779, 0
1621888946, 1
1621888972, 0
1621889138, 1
1621889236, 0
1621889282, 1
1621889332, 0
1621889354, 1
1621889404, 0
1621889426, 1
1621889620, 0
1621889644, 1
1621889692, 0
1621889738, 1
1621889836, 0
1622355789, 1
1622355863, 0
1622356029, 1
1622356055, 0
1622356221, 1
1622356319, 0
1622356365, 1
1622356391, 0
1622356413, 1
1622356439, 0
1622356461, 1
1622356487, 0
1622356509, 1
1622356535, 0
1622356536, 1
1622356703, 0
1622356728, 1
1622356775, 0
1622356821, 1
1622356919, 0
1622822872, 1
1622822946, 0
1622823112, 1
1622823138, 0
1622823305, 1
1622823402, 0
1622823449, 1
1622823498, 0
1622823545, 1
1622823570, 0
1622823593, 1
1622823618, 0
1622823619, 1
1622823787, 0
1622823811, 1
1622823859, 0
1622823905, 1
1622824003, 0
1623289980, 1
1623290054, 0
1623290220, 1
1623290246, 0
1623290412, 1
1623290510, 0
1623290556, 1
1623290582, 0
1623290628, 1
1623290678, 0
1623290700, 1
1623290894, 0
1623290918, 1
1623290966, 0
1623291012, 1
1623291110, 0
1623757063, 1
1623757137, 0
1623757303, 1
1623757329, 0
1623757495, 1
1623757593, 0
1623757639, 1
1623757665, 0
1623757687, 1
1623757761, 0
1623757783, 1
1623757809, 0
1623757810, 1
1623757977, 0
1623758002, 1
1623758049, 0
1623758096, 1
1623758193, 0
1624224147, 1
1624224220, 0
1624224387, 1
1624224412, 0
1624224579, 1
1624224677, 0
1624224723, 1
1624224773, 0
1624224795, 1
1624224845, 0
1624224867, 1
1624224892, 0
1624224893, 1
1624225061, 0
1624225085, 1
1624225133, 0
1624225179, 1
1624225277, 0
1624691206, 1
1624691280, 0
1624691446, 1
1624691472, 0
1624691638, 1
1624691736, 0
1624691782, 1
1624691808, 0
1624691830, 1
1624691856, 0
1624691878, 1
1624691904, 0
1624691926, 1
1624692120, 0
1624692145, 1
1624692192, 0
1624692238, 1
1624692336, 0
1625158337, 1
1625158411, 0
1625158577, 1
1625158603, 0
1625158769, 1
1625158867, 0
1625158914, 1
1625158963, 0
1625159010, 1
1625159035, 0
1625159058, 1
1625159083, 0
1625159084, 1
1625159251, 0
1625159276, 1
1625159323, 0
1625159370, 1
1625159467, 0
1625625373, 1
1625625447, 0
1625625613, 1
1625625639, 0
1625625805, 1
1625625903, 0
1625625949, 1
1625625975, 0
1625626021, 1
1625626071, 0
1625626093, 1
1625626287, 0
1625626311, 1
1625626359, 0
1625626405, 1
1625626503, 0
1626092456, 1
1626092530, 0
1626092696, 1
1626092722, 0
1626092888, 1
1626092986, 0
1626093032, 1
1626093058, 0
1626093080, 1
1626093154, 0
1626093176, 1
1626093202, 0
1626093203, 1
1626093370, 0
1626093395, 1
1626093442, 0
1626093488, 1
1626093586, 0
1626559539, 1
1626559613, 0
1626559780, 1
1626559805, 0
1626559972, 1
1626560069, 0
1626560116, 1
1626560165, 0
1626560188, 1
1626560238, 0
1626560260, 1
1626560285, 0
1626560286, 1
1626560454, 0
1626560478, 1
1626560526, 0
1626560572, 1
1626560670, 0
1627026671, 1
1627026745, 0
1627026911, 1
1627026937, 0
1627027103, 1
1627027201, 0
1627027247, 1
1627027273, 0
1627027295, 1
1627027321, 0
1627027343, 1
1627027369, 0
1627027391, 1
1627027585, 0
1627027610, 1
1627027657, 0
1627027703, 1
1627027801, 0
1627493706, 1
1627493780, 0
1627493946, 1
1627493972, 0
1627494138, 1
1627494236, 0
1627494282, 1
1627494332, 0
1627494378, 1
1627494404, 0
1627494426, 1
1627494452, 0
1627494453, 1
1627494620, 0
1627494645, 1
1627494692, 0
1627494739, 1
1627494836, 0
1627960838, 1
1627960911, 0
1627961078, 1
1627961104, 0
1627961270, 1
1627961368, 0
1627961414, 1
1627961440, 0
1627961486, 1
1627961536, 0
1627961558, 1
1627961752, 0
1627961776, 1
1627961824, 0
1627961870, 1
1627961968, 0
1628427873, 1
1628427947, 0
1628428113, 1
1628428139, 0
1628428305, 1
1628428403, 0
1628428449, 1
1628428475, 0
1628428497, 1
1628428571, 0
1628428593, 1
1628428619, 0
1628428620, 1
1628428787, 0
1628428812, 1
1628428859, 0
1628428905, 1
1628429003, 0
1628894956, 1
1628895030, 0
1628895196, 1
1628895222, 0
1628895389, 1
1628895486, 0
1628895533, 1
1628895582, 0
1628895605, 1
1628895654, 0
1628895677, 1
1628895702, 0
1628895703, 1
1628895870, 0
1628895895, 1
1628895943, 0
1628895989, 1
1628896087, 0
1629362040, 1
1629362114, 0
1629362280, 1
1629362306, 0
1629362472, 1
1629362570, 0
1629362616, 1
1629362642, 0
1629362664, 1
1629362690, 0
1629362712, 1
1629362738, 0
1629362760, 1
1629362954, 0
1629362978, 1
1629363026, 0
1629363072, 1
1629363170, 0
1629829171, 1
1629829245, 0
1629829411, 1
1629829437, 0
1629829603, 1
1629829701, 0
1629829747, 1
1629829797, 0
1629829843, 1
1629829869, 0
1629829891, 1
1629829917, 0
1629829918, 1
1629830085, 0
1629830110, 1
1629830157, 0
1629830203, 1
1629830301, 0
1630296207, 1
1630296280, 0
1630296447, 1
1630296472, 0
1630296639, 1
1630296737, 0
1630296783, 1
1630296809, 0
1630296855, 1
1630296905, 0
1630296927, 1
1630296952, 0
1630296953, 1
1630297121, 0
1630297145, 1
1630297193, 0
1630297239, 1
1630297337, 0
1630763290, 1
1630763364, 0
1630763530, 1
1630763556, 0
1630763722, 1
1630763820, 0
1630763866, 1
1630763892, 0
1630763914, 1
1630763988, 0
1630764010, 1
1630764204, 0
1630764229, 1
1630764276, 0
1630764322, 1
1630764420, 0
1631230421, 1
1631230495, 0
1631230661, 1
1631230687, 0
1631230853, 1
1631230951, 0
1631230997, 1
1631231047, 0
1631231070, 1
1631231119, 0
1631231142, 1
1631231167, 0
1631231168, 1
1631231335, 0
1631231360, 1
1631231407, 0
1631231454, 1
1631231551, 0
1631697457, 1
1631697531, 0
1631697697, 1
1631697723, 0
1631697889, 1
1631697987, 0
1631698033, 1
1631698059, 0
1631698081, 1
1631698107, 0
1631698129, 1
1631698155, 0
1631698177, 1
1631698371, 0
1631698395, 1
1631698443, 0
1631698489, 1
1631698587, 0
1632164540, 1
1632164614, 0
1632164780, 1
1632164806, 0
1632164972, 1
1632165070, 0
1632165116, 1
1632165166, 0
1632165212, 1
1632165238, 0
1632165260, 1
1632165286, 0
1632165287, 1
1632165454, 0
1632165479, 1
1632165526, 0
1632165572, 1
1632165670, 0
1632631623, 1
1632631697, 0
1632631864, 1
1632631889, 0
1632632056, 1
1632632153, 0
1632632200, 1
1632632225, 0
1632632272, 1
1632632322, 0
1632632344, 1
1632632369, 0
1632632370, 1
1632632538, 0
1632632562, 1
1632632610, 0
1632632656, 1
1632632754, 0
1633098707, 1
1633098781, 0
1633098947, 1
1633098973, 0
1633099139, 1
1633099237, 0
1633099283, 1
1633099309, 0
1633099331, 1
1633099405, 0
1633099427, 1
1633099621, 0
1633099646, 1
1633099693, 0
1633099739, 1
1633099837, 0
1633565790, 1
1633565864, 0
1633566030, 1
1633566056, 0
1633566222, 1
1633566320, 0
1633566366, 1
1633566416, 0
1633566438, 1
1633566488, 0
1633566510, 1
1633566536, 0
1633566537, 1
1633566704, 0
1633566729, 1
1633566776, 0
1633566823, 1
1633566920, 0
1634032922, 1
1634032995, 0
1634033162, 1
1634033188, 0
1634033354, 1
1634033452, 0
1634033498, 1
1634033524, 0
1634033546, 1
1634033572, 0
1634033594, 1
1634033620, 0
1634033642, 1
1634033667, 0
1634033668, 1
1634033836, 0
1634033860, 1
1634033908, 0
1634033954, 1
1634034052, 0
1634499957, 1
1634500031, 0
1634500197, 1
1634500223, 0
1634500389, 1
1634500487, 0
1634500533, 1
1634500583, 0
1634500629, 1
1634500655, 0
1634500677, 1
1634500703, 0
1634500704, 1
1634500871, 0
1634500896, 1
1634500943, 0
1634500989, 1
1634501087, 0
1634967040, 1
1634967114, 0
1634967280, 1
1634967306, 0
1634967472, 1
1634967570, 0
1634967617, 1
1634967642, 0
1634967689, 1
1634967738, 0
1634967761, 1
1634967786, 0
1634967787, 1
1634967954, 0
1634967979, 1
1634968026, 0
1634968073, 1
1634968171, 0
1635434148, 1
1635434222, 0
1635434388, 1
1635434414, 0
1635434580, 1
1635434678, 0
1635434724, 1
1635434750, 0
1635434772, 1
1635434846, 0
1635434868, 1
1635435062, 0
1635435086, 1
1635435134, 0
1635435180, 1
1635435278, 0
1635901207, 1
1635901281, 0
1635901447, 1
1635901473, 0
1635901639, 1
1635901737, 0
1635901783, 1
1635901833, 0
1635901855, 1
1635901905, 0
1635901927, 1
1635901953, 0
1635901954, 1
1635902121, 0
1635902146, 1
1635902193, 0
1635902239, 1
1635902337, 0
1636368339, 1
1636368412, 0
1636368579, 1
1636368604, 0
1636368771, 1
1636368869, 0
1636368915, 1
1636368941, 0
1636368963, 1
1636368989, 0
1636369011, 1
1636369037, 0
1636369059, 1
1636369084, 0
1636369085, 1
1636369253, 0
1636369277, 1
1636369325, 0
1636369371, 1
1636369469, 0
1636835422, 1
1636835496, 0
1636835662, 1
1636835688, 0
1636835854, 1
1636835952, 0
